"Ensembl_gene_identifier","Symbol","type_of_gene"
"ENSG00000110395","CBL","protein-coding"
"ENSG00000114423","CBLB","protein-coding"
"ENSG00000102924","CBLN1","protein-coding"
"ENSG00000149257","SERPINH1","protein-coding"
"ENSG00000159228","CBR1","protein-coding"
"ENSG00000159231","CBR3","protein-coding"
"ENSG00000160200","CBS","protein-coding"
"ENSG00000185972","CCIN","protein-coding"
"ENSG00000171097","KYAT1","protein-coding"
"ENSG00000286112","KYAT1","protein-coding"
"ENSG00000187094","CCK","protein-coding"
"ENSG00000163394","CCKAR","protein-coding"
"ENSG00000110148","CCKBR","protein-coding"
"ENSG00000001631","KRIT1","protein-coding"
"ENSG00000285953","KRIT1","protein-coding"
"ENSG00000145386","CCNA2","protein-coding"
"ENSG00000134057","CCNB1","protein-coding"
"ENSG00000112237","CCNC","protein-coding"
"ENSG00000118971","CCND2","protein-coding"
"ENSG00000112576","CCND3","protein-coding"
"ENSG00000105173","CCNE1","protein-coding"
"ENSG00000162063","CCNF","protein-coding"
"ENSG00000113328","CCNG1","protein-coding"
"ENSG00000138764","CCNG2","protein-coding"
"ENSG00000134480","CCNH","protein-coding"
"ENSG00000129315","CCNT1","protein-coding"
"ENSG00000082258","CCNT2","protein-coding"
"ENSG00000146731","CCT6A","protein-coding"
"ENSG00000158477","CD1A","protein-coding"
"ENSG00000158485","CD1B","protein-coding"
"ENSG00000158481","CD1C","protein-coding"
"ENSG00000158473","CD1D","protein-coding"
"ENSG00000158488","CD1E","protein-coding"
"ENSG00000116824","CD2","protein-coding"
"ENSG00000167286","CD3D","protein-coding"
"ENSG00000198851","CD3E","protein-coding"
"ENSG00000160654","CD3G","protein-coding"
"ENSG00000198821","CD247","protein-coding"
"ENSG00000010610","CD4","protein-coding"
"ENSG00000110448","CD5","protein-coding"
"ENSG00000073754","CD5L","protein-coding"
"ENSG00000013725","CD6","protein-coding"
"ENSG00000173762","CD7","protein-coding"
"ENSG00000153563","CD8A","protein-coding"
"ENSG00000172116","CD8B","protein-coding"
"ENSG00000254126","CD8B2","protein-coding"
"ENSG00000010278","CD9","protein-coding"
"ENSG00000170458","CD14","protein-coding"
"ENSG00000177455","CD19","protein-coding"
"ENSG00000156738","MS4A1","protein-coding"
"ENSG00000149516","MS4A3","protein-coding"
"ENSG00000012124","CD22","protein-coding"
"ENSG00000139193","CD27","protein-coding"
"ENSG00000178562","CD28","protein-coding"
"ENSG00000121594","CD80","protein-coding"
"ENSG00000114013","CD86","protein-coding"
"ENSG00000120949","TNFRSF8","protein-coding"
"ENSG00000106952","TNFSF8","protein-coding"
"ENSG00000105383","CD33","protein-coding"
"ENSG00000105492","SIGLEC6","protein-coding"
"ENSG00000174059","CD34","protein-coding"
"ENSG00000135218","CD36","protein-coding"
"ENSG00000073060","SCARB1","protein-coding"
"ENSG00000138760","SCARB2","protein-coding"
"ENSG00000104894","CD37","protein-coding"
"ENSG00000004468","CD38","protein-coding"
"ENSG00000138185","ENTPD1","protein-coding"
"ENSG00000054179","ENTPD2","protein-coding"
"ENSG00000197586","ENTPD6","protein-coding"
"ENSG00000168032","ENTPD3","protein-coding"
"ENSG00000187097","ENTPD5","protein-coding"
"ENSG00000101017","CD40","protein-coding"
"ENSG00000102245","CD40LG","protein-coding"
"ENSG00000026508","CD44","protein-coding"
"ENSG00000196776","CD47","protein-coding"
"ENSG00000117091","CD48","protein-coding"
"ENSG00000143119","CD53","protein-coding"
"ENSG00000116815","CD58","protein-coding"
"ENSG00000085063","CD59","protein-coding"
"ENSG00000135404","CD63","protein-coding"
"ENSG00000129226","CD68","protein-coding"
"ENSG00000110848","CD69","protein-coding"
"ENSG00000125726","CD70","protein-coding"
"ENSG00000137101","CD72","protein-coding"
"ENSG00000019582","CD74","protein-coding"
"ENSG00000105369","CD79A","protein-coding"
"ENSG00000007312","CD79B","protein-coding"
"ENSG00000110651","CD81","protein-coding"
"ENSG00000123146","ADGRE5","protein-coding"
"ENSG00000177697","CD151","protein-coding"
"ENSG00000158825","CDA","protein-coding"
"ENSG00000170312","CDK1","protein-coding"
"ENSG00000248333","CDK11B","protein-coding"
"ENSG00000198589","LRBA","protein-coding"
"ENSG00000096401","CDC5L","protein-coding"
"ENSG00000122545","SEPTIN7","protein-coding"
"ENSG00000094804","CDC6","protein-coding"
"ENSG00000117399","CDC20","protein-coding"
"ENSG00000164045","CDC25A","protein-coding"
"ENSG00000101224","CDC25B","protein-coding"
"ENSG00000158402","CDC25C","protein-coding"
"ENSG00000004897","CDC27","protein-coding"
"ENSG00000099804","CDC34","protein-coding"
"ENSG00000070831","CDC42","protein-coding"
"ENSG00000039068","CDH1","protein-coding"
"ENSG00000170558","CDH2","protein-coding"
"ENSG00000062038","CDH3","protein-coding"
"ENSG00000179242","CDH4","protein-coding"
"ENSG00000179776","CDH5","protein-coding"
"ENSG00000113361","CDH6","protein-coding"
"ENSG00000081138","CDH7","protein-coding"
"ENSG00000150394","CDH8","protein-coding"
"ENSG00000113100","CDH9","protein-coding"
"ENSG00000040731","CDH10","protein-coding"
"ENSG00000140937","CDH11","protein-coding"
"ENSG00000154162","CDH12","protein-coding"
"ENSG00000140945","CDH13","protein-coding"
"ENSG00000129910","CDH15","protein-coding"
"ENSG00000166589","CDH16","protein-coding"
"ENSG00000079112","CDH17","protein-coding"
"ENSG00000145526","CDH18","protein-coding"
"ENSG00000123374","CDK2","protein-coding"
"ENSG00000250506","CDK3","protein-coding"
"ENSG00000135446","CDK4","protein-coding"
"ENSG00000164885","CDK5","protein-coding"
"ENSG00000105810","CDK6","protein-coding"
"ENSG00000134058","CDK7","protein-coding"
"ENSG00000132964","CDK8","protein-coding"
"ENSG00000136807","CDK9","protein-coding"
"ENSG00000124762","CDKN1A","protein-coding"
"ENSG00000111276","CDKN1B","protein-coding"
"ENSG00000129757","CDKN1C","protein-coding"
"ENSG00000147889","CDKN2A","protein-coding"
"ENSG00000147883","CDKN2B","protein-coding"
"ENSG00000123080","CDKN2C","protein-coding"
"ENSG00000129355","CDKN2D","protein-coding"
"ENSG00000100526","CDKN3","protein-coding"
"ENSG00000129596","CDO1","protein-coding"
"ENSG00000184258","CDR1","protein-coding"
"ENSG00000140743","CDR2","protein-coding"
"ENSG00000163624","CDS1","protein-coding"
"ENSG00000204539","CDSN","protein-coding"
"ENSG00000169442","CD52","protein-coding"
"ENSG00000113722","CDX1","protein-coding"
"ENSG00000165556","CDX2","protein-coding"
"ENSG00000131264","CDX4","protein-coding"
"ENSG00000153132","CLGN","protein-coding"
"ENSG00000105388","CEACAM5","protein-coding"
"ENSG00000245848","CEBPA","protein-coding"
"ENSG00000172216","CEBPB","protein-coding"
"ENSG00000221869","CEBPD","protein-coding"
"ENSG00000092067","CEBPE","protein-coding"
"ENSG00000153879","CEBPG","protein-coding"
"ENSG00000170835","CEL","protein-coding"
"ENSG00000170827","CELP","pseudo"
"ENSG00000115163","CENPA","protein-coding"
"ENSG00000125817","CENPB","protein-coding"
"ENSG00000145241","CENPC","protein-coding"
"ENSG00000138778","CENPE","protein-coding"
"ENSG00000117724","CENPF","protein-coding"
"ENSG00000198848","CES1","protein-coding"
"ENSG00000177143","CETN1","protein-coding"
"ENSG00000147400","CETN2","protein-coding"
"ENSG00000153140","CETN3","protein-coding"
"ENSG00000087237","CETP","protein-coding"
"ENSG00000172757","CFL1","protein-coding"
"ENSG00000165410","CFL2","protein-coding"
"ENSG00000109861","CTSC","protein-coding"
"ENSG00000001626","CFTR","protein-coding"
"ENSG00000135346","CGA","protein-coding"
"ENSG00000104827","CGB3","protein-coding"
"ENSG00000170956","CEACAM3","protein-coding"
"ENSG00000007306","CEACAM7","protein-coding"
"ENSG00000124469","CEACAM8","protein-coding"
"ENSG00000105352","CEACAM4","protein-coding"
"ENSG00000136457","CHAD","protein-coding"
"ENSG00000136161","RCBTB2","protein-coding"
"ENSG00000070748","CHAT","protein-coding"
"ENSG00000180198","RCC1","protein-coding"
"ENSG00000153922","CHD1","protein-coding"
"ENSG00000173575","CHD2","protein-coding"
"ENSG00000170004","CHD3","protein-coding"
"ENSG00000111642","CHD4","protein-coding"
"ENSG00000198610","AKR1C4","protein-coding"
"ENSG00000149554","CHEK1","protein-coding"
"ENSG00000053254","FOXN3","protein-coding"
"ENSG00000100604","CHGA","protein-coding"
"ENSG00000089199","CHGB","protein-coding"
"ENSG00000133048","CHI3L1","protein-coding"
"ENSG00000064886","CHI3L2","protein-coding"
"ENSG00000133063","CHIT1","protein-coding"
"ENSG00000110721","CHKA","protein-coding"
"ENSG00000100288","CHKB","protein-coding"
"ENSG00000188419","CHM","protein-coding"
"ENSG00000203668","CHML","protein-coding"
"ENSG00000128656","CHN1","protein-coding"
"ENSG00000106069","CHN2","protein-coding"
"ENSG00000285162","CHN2","protein-coding"
"ENSG00000168539","CHRM1","protein-coding"
"ENSG00000181072","CHRM2","protein-coding"
"ENSG00000143669","LYST","protein-coding"
"ENSG00000133019","CHRM3","protein-coding"
"ENSG00000180720","CHRM4","protein-coding"
"ENSG00000184984","CHRM5","protein-coding"
"ENSG00000138435","CHRNA1","protein-coding"
"ENSG00000120903","CHRNA2","protein-coding"
"ENSG00000080644","CHRNA3","protein-coding"
"ENSG00000101204","CHRNA4","protein-coding"
"ENSG00000169684","CHRNA5","protein-coding"
"ENSG00000175344","CHRNA7","protein-coding"
"ENSG00000170175","CHRNB1","protein-coding"
"ENSG00000160716","CHRNB2","protein-coding"
"ENSG00000147432","CHRNB3","protein-coding"
"ENSG00000117971","CHRNB4","protein-coding"
"ENSG00000135902","CHRND","protein-coding"
"ENSG00000108556","CHRNE","protein-coding"
"ENSG00000196811","CHRNG","protein-coding"
"ENSG00000213341","CHUK","protein-coding"
"ENSG00000176194","CIDEA","protein-coding"
"ENSG00000166165","CKB","protein-coding"
"ENSG00000099622","CIRBP","protein-coding"
"ENSG00000114737","CISH","protein-coding"
"ENSG00000105254","TBCB","protein-coding"
"ENSG00000104879","CKM","protein-coding"
"ENSG00000237289","CKMT1B","protein-coding"
"ENSG00000131730","CKMT2","protein-coding"
"ENSG00000049167","ERCC8","protein-coding"
"ENSG00000173207","CKS1B","protein-coding"
"ENSG00000123975","CKS2","protein-coding"
"ENSG00000161203","AP2M1","protein-coding"
"ENSG00000106367","AP1S1","protein-coding"
"ENSG00000042753","AP2S1","protein-coding"
"ENSG00000177879","AP3S1","protein-coding"
"ENSG00000105205","CLC","protein-coding"
"ENSG00000016490","CLCA1","protein-coding"
"ENSG00000188037","CLCN1","protein-coding"
"ENSG00000114859","CLCN2","protein-coding"
"ENSG00000109572","CLCN3","protein-coding"
"ENSG00000073464","CLCN4","protein-coding"
"ENSG00000171365","CLCN5","protein-coding"
"ENSG00000011021","CLCN6","protein-coding"
"ENSG00000103249","CLCN7","protein-coding"
"ENSG00000186510","CLCNKA","protein-coding"
"ENSG00000184908","CLCNKB","protein-coding"
"ENSG00000120885","CLU","protein-coding"
"ENSG00000213719","CLIC1","protein-coding"
"ENSG00000155962","CLIC2","protein-coding"
"ENSG00000013441","CLK1","protein-coding"
"ENSG00000176444","CLK2","protein-coding"
"ENSG00000179335","CLK3","protein-coding"
"ENSG00000166340","TPP1","protein-coding"
"ENSG00000188603","CLN3","protein-coding"
"ENSG00000261832","CLN3","protein-coding"
"ENSG00000102805","CLN5","protein-coding"
"ENSG00000074201","CLNS1A","protein-coding"
"ENSG00000137392","CLPS","protein-coding"
"ENSG00000104853","CLPTM1","protein-coding"
"ENSG00000122705","CLTA","protein-coding"
"ENSG00000175416","CLTB","protein-coding"
"ENSG00000141367","CLTC","protein-coding"
"ENSG00000092009","CMA1","protein-coding"
"ENSG00000163823","CCR1","protein-coding"
"ENSG00000183625","CCR3","protein-coding"
"ENSG00000183813","CCR4","protein-coding"
"ENSG00000160791","CCR5","protein-coding"
"ENSG00000112486","CCR6","protein-coding"
"ENSG00000126353","CCR7","protein-coding"
"ENSG00000179934","CCR8","protein-coding"
"ENSG00000144648","ACKR2","protein-coding"
"ENSG00000174600","CMKLR1","protein-coding"
"ENSG00000213903","LTB4R","protein-coding"
"ENSG00000023839","ABCC2","protein-coding"
"ENSG00000070729","CNGB1","protein-coding"
"ENSG00000198515","CNGA1","protein-coding"
"ENSG00000183862","CNGA2","protein-coding"
"ENSG00000144191","CNGA3","protein-coding"
"ENSG00000132259","CNGA4","protein-coding"
"ENSG00000173846","PLK3","protein-coding"
"ENSG00000130176","CNN1","protein-coding"
"ENSG00000064666","CNN2","protein-coding"
"ENSG00000117519","CNN3","protein-coding"
"ENSG00000173786","CNP","protein-coding"
"ENSG00000118432","CNR1","protein-coding"
"ENSG00000188822","CNR2","protein-coding"
"ENSG00000242689","CNTF","protein-coding"
"ENSG00000122756","CNTFR","protein-coding"
"ENSG00000018236","CNTN1","protein-coding"
"ENSG00000108821","COL1A1","protein-coding"
"ENSG00000164692","COL1A2","protein-coding"
"ENSG00000139219","COL2A1","protein-coding"
"ENSG00000168542","COL3A1","protein-coding"
"ENSG00000187498","COL4A1","protein-coding"
"ENSG00000134871","COL4A2","protein-coding"
"ENSG00000169031","COL4A3","protein-coding"
"ENSG00000081052","COL4A4","protein-coding"
"ENSG00000188153","COL4A5","protein-coding"
"ENSG00000197565","COL4A6","protein-coding"
"ENSG00000130635","COL5A1","protein-coding"
"ENSG00000204262","COL5A2","protein-coding"
"ENSG00000142156","COL6A1","protein-coding"
"ENSG00000142173","COL6A2","protein-coding"
"ENSG00000163359","COL6A3","protein-coding"
"ENSG00000114270","COL7A1","protein-coding"
"ENSG00000144810","COL8A1","protein-coding"
"ENSG00000171812","COL8A2","protein-coding"
"ENSG00000112280","COL9A1","protein-coding"
"ENSG00000049089","COL9A2","protein-coding"
"ENSG00000092758","COL9A3","protein-coding"
"ENSG00000123500","COL10A1","protein-coding"
"ENSG00000060718","COL11A1","protein-coding"
"ENSG00000204248","COL11A2","protein-coding"
"ENSG00000111799","COL12A1","protein-coding"
"ENSG00000197467","COL13A1","protein-coding"
"ENSG00000204291","COL15A1","protein-coding"
"ENSG00000084636","COL16A1","protein-coding"
"ENSG00000065618","COL17A1","protein-coding"
"ENSG00000082293","COL19A1","protein-coding"
"ENSG00000105664","COMP","protein-coding"
"ENSG00000093010","COMT","protein-coding"
"ENSG00000122218","COPA","protein-coding"
"ENSG00000129083","COPB1","protein-coding"
"ENSG00000067082","KLF6","protein-coding"
"ENSG00000136868","SLC31A1","protein-coding"
"ENSG00000136867","SLC31A2","protein-coding"
"ENSG00000241563","CORT","protein-coding"
"ENSG00000107968","MAP3K8","protein-coding"
"ENSG00000131143","COX4I1","protein-coding"
"ENSG00000135940","COX5B","protein-coding"
"ENSG00000111775","COX6A1","protein-coding"
"ENSG00000156885","COX6A2","protein-coding"
"ENSG00000126267","COX6B1","protein-coding"
"ENSG00000164919","COX6C","protein-coding"
"ENSG00000161281","COX7A1","protein-coding"
"ENSG00000112695","COX7A2","protein-coding"
"ENSG00000131174","COX7B","protein-coding"
"ENSG00000127184","COX7C","protein-coding"
"ENSG00000176340","COX8A","protein-coding"
"ENSG00000006695","COX10","protein-coding"
"ENSG00000166260","COX11","protein-coding"
"ENSG00000014919","COX15","protein-coding"
"ENSG00000047457","CP","protein-coding"
"ENSG00000091704","CPA1","protein-coding"
"ENSG00000158516","CPA2","protein-coding"
"ENSG00000163751","CPA3","protein-coding"
"ENSG00000153002","CPB1","protein-coding"
"ENSG00000080618","CPB2","protein-coding"
"ENSG00000108582","CPD","protein-coding"
"ENSG00000109472","CPE","protein-coding"
"ENSG00000189143","CLDN4","protein-coding"
"ENSG00000165215","CLDN3","protein-coding"
"ENSG00000181885","CLDN7","protein-coding"
"ENSG00000135678","CPM","protein-coding"
"ENSG00000120054","CPN1","protein-coding"
"ENSG00000178772","CPN2","protein-coding"
"ENSG00000080819","CPOX","protein-coding"
"ENSG00000021826","CPS1","protein-coding"
"ENSG00000110090","CPT1A","protein-coding"
"ENSG00000205560","CPT1B","protein-coding"
"ENSG00000157184","CPT2","protein-coding"
"ENSG00000203710","CR1","protein-coding"
"ENSG00000197721","CR1L","protein-coding"
"ENSG00000117322","CR2","protein-coding"
"ENSG00000166426","CRABP1","protein-coding"
"ENSG00000143320","CRABP2","protein-coding"
"ENSG00000095321","CRAT","protein-coding"
"ENSG00000118260","CREB1","protein-coding"
"ENSG00000115966","ATF2","protein-coding"
"ENSG00000005339","CREBBP","protein-coding"
"ENSG00000213676","ATF6B","protein-coding"
"ENSG00000111269","CREBL2","protein-coding"
"ENSG00000095794","CREM","protein-coding"
"ENSG00000147571","CRH","protein-coding"
"ENSG00000145708","CRHBP","protein-coding"
"ENSG00000120088","CRHR1","protein-coding"
"ENSG00000106113","CRHR2","protein-coding"
"ENSG00000213145","CRIP1","protein-coding"
"ENSG00000182809","CRIP2","protein-coding"
"ENSG00000167193","CRK","protein-coding"
"ENSG00000099942","CRKL","protein-coding"
"ENSG00000072832","CRMP1","protein-coding"
"ENSG00000132693","CRP","protein-coding"
"ENSG00000145681","HAPLN1","protein-coding"
"ENSG00000105392","CRX","protein-coding"
"ENSG00000008405","CRY1","protein-coding"
"ENSG00000121671","CRY2","protein-coding"
"ENSG00000160202","CRYAA","protein-coding"
"ENSG00000109846","CRYAB","protein-coding"
"ENSG00000108255","CRYBA1","protein-coding"
"ENSG00000163499","CRYBA2","protein-coding"
"ENSG00000196431","CRYBA4","protein-coding"
"ENSG00000100122","CRYBB1","protein-coding"
"ENSG00000244752","CRYBB2","protein-coding"
"ENSG00000100058","CRYBB2P1","pseudo"
"ENSG00000100053","CRYBB3","protein-coding"
"ENSG00000168582","CRYGA","protein-coding"
"ENSG00000182187","CRYGB","protein-coding"
"ENSG00000163254","CRYGC","protein-coding"
"ENSG00000118231","CRYGD","protein-coding"
"ENSG00000213139","CRYGS","protein-coding"
"ENSG00000103316","CRYM","protein-coding"
"ENSG00000116791","CRYZ","protein-coding"
"ENSG00000062485","CS","protein-coding"
"ENSG00000112062","MAPK14","protein-coding"
"ENSG00000124207","CSE1L","protein-coding"
"ENSG00000184371","CSF1","protein-coding"
"ENSG00000182578","CSF1R","protein-coding"
"ENSG00000164400","CSF2","protein-coding"
"ENSG00000198223","CSF2RA","protein-coding"
"ENSG00000100368","CSF2RB","protein-coding"
"ENSG00000108342","CSF3","protein-coding"
"ENSG00000119535","CSF3R","protein-coding"
"ENSG00000136488","CSH1","protein-coding"
"ENSG00000213218","CSH2","protein-coding"
"ENSG00000204414","CSHL1","protein-coding"
"ENSG00000103653","CSK","protein-coding"
"ENSG00000126545","CSN1S1","protein-coding"
"ENSG00000135222","CSN2","protein-coding"
"ENSG00000171209","CSN3","protein-coding"
"ENSG00000113712","CSNK1A1","protein-coding"
"ENSG00000141551","CSNK1D","protein-coding"
"ENSG00000213923","CSNK1E","protein-coding"
"ENSG00000133275","CSNK1G2","protein-coding"
"ENSG00000151292","CSNK1G3","protein-coding"
"ENSG00000101266","CSNK2A1","protein-coding"
"ENSG00000070770","CSNK2A2","protein-coding"
"ENSG00000204435","CSNK2B","protein-coding"
"ENSG00000038427","VCAN","protein-coding"
"ENSG00000130287","NCAN","protein-coding"
"ENSG00000173546","CSPG4","protein-coding"
"ENSG00000159176","CSRP1","protein-coding"
"ENSG00000175183","CSRP2","protein-coding"
"ENSG00000183048","SLC25A10","protein-coding"
"ENSG00000170373","CST1","protein-coding"
"ENSG00000170369","CST2","protein-coding"
"ENSG00000101439","CST3","protein-coding"
